Language name,Glottocode,ISO code,Latitude,Longitude,Numeral system,Numeral subsystem,Notes,Formation of 5,Formation of 10,Formation of 15,Formation of 20,Formation of 40,Evidence of binary counting?,Evidence of ternary counting?,Evidence of quaternary counting?,Evidence of quinary counting?,Evidence of senary counting?,Evidence of decimal counting?,Evidence of vigesimal counting?,Evidence of a body-part tallying system?,Documentation of a hand word used somewhere? (Papuan languages only),Family,"Ancient, creolized, simplified, standardized, or diasporic variety of another language?",Family-majority system,Family type,On the New Guinea mainland?,Nation,Subregion,Datasets,Number of sources,Dialects included
Casuarina Coast Asmat,casu1237,asc,-6.43005,138.566,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,_,0,_
Cebuano,cebu1242,ceb,8.38799,124.367,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,10 ⋅ 2 (different form),10 ⋅ 4 (different form),no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Northern Mindanao,"abvd, googleuninum (2x), numerals",4,_
Cemuhî,cemu1238,cam,-20.8489,165.13,quinary,quinary,6 to 9 = 5 + n,5,10 (innovative?),10 + 5,1 man,2 man,no,no,no,yes,no,maybe,yes,_,_,Oceanic,_,quinary,Austronesian,no,New Caledonia,New Caledonia,"abvd (2x), numerals (2x)",4,_
Central Asmat,cent2117,cns,-5.80391,138.471,quinary,quinary,subtraction for 4 (one finger remaining); 5 contains hand; 6 to 9 = 5 + n,hand 1 whole,hand 2 whole,foot x whole (?),foot 2 whole,unknown,no,no,no,yes,no,no,insufficient data,_,yes,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (4x), numerals",5,_
Central Awyu,cent2118,awu,-6.29363,139.693,binary,binary proper,4 = 2 + 2; or distinct form?; quinary starting at 5,5 x (?),5 + 5 x (?) or 5 x 5 x,5 + 5 x toes 5 (?),hand 2 leg 2 (?) or man 1,unknown,yes,no,no,yes,no,no,maybe,_,yes,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (3x), numerals",4,_
Central Berawan,cent2098,zbc,3.97194,114.565,decimal,decimal modified,"subtraction for 8, 9 ?; 11 to 19 = 10 + n",5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,numerals,1,_
Central Bontoc,cent2292,lbk,17.08,120.92,decimal,decimal proper,"10, 100, 1000 distinct",5,1 ⋅ 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Cordillera,"abvd (2x), numerals",3,guin1256
Central Cagayan Agta,cent2084,agt,17.9571,121.857,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Cagayan Valley,"abvd, numerals",2,_
Central Lembata-Lewokukun,levu1239,lvu,-8.47094,123.44,decimal,decimal proper,8 historically from 4 ⋅ 2 ?; 11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,"lexirumah, numerals",2,kali1300
Central Maewo,cent2058,mwo,-15.0784,168.135,quinary,quinary,6 to 9 = x + n; one dialect (Sungagage) has a decimal system (< PAN),x 5,1 ⋅ 10 or 1 ⋅ 10 y,1 ⋅ 10 + 5 or 1 ⋅ 10 ⋅ 1 + 5,10 ⋅ 2 or 1 ⋅ 10 ⋅ 2,1 ⋅ 10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Maewo,"abvd (16x), numerals",17,pete1237
Central Malay,mala1479,zlm,1.85856,103,decimal,decimal modified,"subtraction for 8, 9; 11 to 19 = n + x",5,1 ⋅ 10,5 + x,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Peninsular Malaysia,"abvd (2x), barlowpacific (9x), googleuninum, numerals",13,_
Central Masela,cent2072,mxz,-8.15414,129.865,decimal,decimal proper,11 to 19 = 10 + n,5,10 ⋅ 1 (innovative?),10 ⋅ 1 + 5,10 ⋅ 2 (innovative?),10 ⋅ 4 (innovative?),no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,_
Central Melanau,cent2101,mel,2.524086,111.346451,decimal,decimal modified,subtraction for 9 ?; 11 to 19 = x + n,5,10 or 1 ⋅ 10 (?),10 + 5 or 1 ⋅ 10 + 5 (?),2 ⋅ 10 or 10 ⋅ 2 (different form?),4 ⋅ 10 or 10 ⋅ 4 (different form?),no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,"abvd, googleuninum, numerals",3,_
Central Palawano,cent2091,plc,8.77013,117.838,decimal,decimal proper,11 = 10 + 1; 12 = 10 + 2,5,1 ⋅ 10 or 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Mimaropa,barlowpacific (3x),3,_
Central Sama,cent2092,sml,7.004574,118.455978,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Bangsamoro,"abvd (2x), numerals (2x)",4,_
Central Subanen,cent2089,syb,8.12701,123.018,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Zamboanga Peninsula,"abvd, barlowpacific (2x), numerals",4,_
Central Tagbanwa,cent2090,tgt,10.6519,119.338,decimal,decimal proper,20 = 2 ⋅ 10,5,1 ⋅ 10,borrowed from Spanish,2 ⋅ 10,borrowed from Spanish,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Mimaropa,"abvd, numerals",2,_
Chambri,cham1313,can,-4.27831,143.097,quinary,quinary,"simplex 6; 7 = x + 2, 8 = x + 3, 9 = 4 + 5",5 (?),10 (?),10 + 5,man,man [dual] (?),no,no,no,yes,no,maybe,yes,_,_,Lower Sepik,_,quinary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific (3x),3,_
Chamorro,cham1312,cha,13.438011,144.74474,decimal,decimal proper,"20 = 2 ⋅ 10, 50 = 5 ⋅ 10",5,10 or 10 (innovative?),borrowed from Spanish,2 ⋅ 10,borrowed from Spanish,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Guam,Guam,"abvd, numerals",2,_
Changriwa,chan1319,cga,-4.28364,143.696,binary,binary+3,4 = 2 + 2; 5 contains hand; quinary starting at 5,hand 1,hand x,hand 2 foot 1 (?),foot 2 hand 2 (?),unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Yuat,_,quinary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific,1,_
Cheke Holo,chek1238,mrn,-8.27055,159.625,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,20 (< person?),2 x (?),no,no,no,no,no,yes,yes,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Isabel,"abvd (4x), numerals",5,mari1427
Chenapian,chen1259,cjn,-4.25154,142.317,quinary,quinary,6 to 9 = 5 + n,5 (?),10 (?),unknown,unknown,unknown,no,no,no,yes,no,maybe,insufficient data,_,_,Sepik,_,binary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific,1,_
Chini,akru1241,afi,-4.88687,144.821,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; or 4 = without thumb ?; 5 contains arm",arm 1,unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,yes,Ramu,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Chru,chru1239,cje,11.6625,108.529,decimal,decimal modified,"subtraction for 8, 9 ?; 11 to 19 = 10 + n",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Vietnam,Vietnam,"abvd, numerals",2,_
Chuave,chua1250,cjv,-6.17824,145.139,binary,binary proper,5 contains hand; quinary starting at 5,hand half all or hand half 1,hand half half or hand half half all,hand half half leg half or hand half half all leg half all,hand leg all or hand half half all leg half half all,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Chimbu-Wahgi,_,binary,Papuan,yes,Papua New Guinea,Simbu,"barlowpacific (2x), numerals",3,_
Chuukese,chuu1238,chk,7.346993,151.598607,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10 (innovative?),1 ⋅ 10 + 5,2 ⋅ 10 (different form),4 ⋅ 10 (different form),no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Micronesia,Chuuk state,"abvd (2x), numerals",3,_
Cia-Cia,ciac1237,cia,-5.68289,122.791,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Southeast Sulawesi,"abvd (2x), lexirumah (31x), numerals (5x)",38,"bura1274, kaes1237, samp1253, masi1269, wabu1242, wali1265, taki1249"
Cinamiguin Manobo,cina1236,mkx,9.1793,124.721,decimal,decimal proper,"10, 100, 1000 distinct",5,1 ⋅ 10,unknown,10 ⋅ 2 (innovative?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Northern Mindanao,barlowpacific,1,_
Citak,cita1245,txt,-5.58276,139.461,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; or subtraction for 4 ?",hand 1 or x hand,unknown,unknown,unknown,unknown,yes,no,no,yes,insufficient data,insufficient data,insufficient data,_,yes,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,numerals (2x),2,_
Coastal Konjo,coas1295,kjc,-5.41532,120.304,decimal,decimal modified,"subtraction for 8, 9 (in one version, 8 = 1 + 7 ?); 11 to 19 = 10 + n",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,South Sulawesi,"barlowpacific (3x), numerals",4,_
Coastal-Naga Bikol,cent2087,bcl,13.7574,123.403,decimal,decimal proper,20 = 2 ⋅ 10; 50 = 5 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Bicol,"abvd (3x), barlowpacific",4,_
Coastal-Virac Bikol,sout2912,bln,13.6989,124.29,decimal,decimal proper,"10, 100 distinct",5,1 ⋅ 10,unknown,unknown,borrowed from Spanish,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Bicol,barlowpacific,1,_
Cocos Islands Malay,coco1260,coa,-12.193342,96.833679,decimal,decimal modified,"subtraction for 8, 9; 11 = 1 + x; 12 = 2 + x",5,1 ⋅ 10,unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,Malay variety?,decimal,Austronesian,no,Cocos (Keeling) Islands,Cocos (Keeling) Islands,barlowpacific,1,_
Col,coll1240,liw,-3.52245,103.451,decimal,decimal modified,"subtraction for 8, 9; 11 = 1 + x",5,1 ⋅ 10,unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,South Sumatra,numerals,1,_
Cotabato Manobo,cota1241,mta,6.39417,124.234,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Soccsksargen,"abvd, numerals",2,_
Cuyonon,cuyo1237,cyo,10.3201,119.3,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Mimaropa,"abvd, numerals",2,_
Da'a Kaili,daak1235,kzf,-1.21051,119.527,decimal,decimal proper,12 = 10 + 2; 28 = 2 ⋅ 10 + 8,5,1 ⋅ 10,unknown,2 ⋅ 10 (?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Sulawesi,barlowpacific,1,_
Daakie,port1286,ptv,-16.3083,168.046,quinary,quinary,6 to 9 = x + n,5,1 ⋅ 10,1 ⋅ 10 + 5,1 ⋅ 10 ⋅ 2,1 ⋅ 10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Ambrym,"abvd, numerals",2,_
Daantanai',daan1235,lni,-6.43363,155.748,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,South Bougainville,_,decimal,Papuan,no,Papua New Guinea,Bougainville,_,0,_
Dabe,dabe1239,dbe,-2.05082,139.116,binary,binary proper,3 = 2 + x; 4 = 2 ⋅ [2],5 (< fingers?),unknown,unknown,unknown,unknown,yes,no,no,yes,insufficient data,insufficient data,insufficient data,_,yes,Tor-Orya,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Dadibi,dadi1250,mps,-6.65765,144.511,binary,binary proper,"3 = 2 + x, 4 = 2 + 2; 5 = thumb?",thumb,thumb hand 2 or hand 2,hand 2 foot 1,hand 2 foot 2,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Teberan,_,binary,Papuan,yes,Papua New Guinea,Simbu,"barlowpacific (2x), numerals",3,_
Daga,daga1275,dgz,-9.9747,149.263,binary,binary+3,4 = 2 + 2; 5 contains hand; quinary starting at 5,hand other only,up only,up only foot other only,man 1,unknown,yes,no,no,yes,no,no,maybe,_,yes,Dagan,_,binary,Papuan,yes,Papua New Guinea,Central (PNG),"barlowpacific, numerals",2,_
Dai,daii1240,dij,-7.55894,129.687,decimal,decimal proper,11 to 19 = 10 + n,5,10 (innovative?),10 + 5,10 ⋅ 2 (innovative?),10 ⋅ 4 (innovative?),no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,_
Dakaka,daka1243,bpa,-16.2696,168.013,quinary,quinary,6 to 9 = x + n,5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Ambrym,"abvd (3x), numerals",4,sesi1237
Dakka,dakk1238,dkk,-3.33671,119.235,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Sulawesi,_,0,_
Damal,dama1272,uhn,-4.17345,137.496,quinary,quinary,6 to 9 = x + n,5,side 5 this side 5 or hand 5 (?) or 10 (?),side 5 this side 5 another man hand 5,man hand 2 or hand x (?),man hand 4,no,no,no,yes,no,maybe,maybe,_,yes,Damal,_,quinary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (2x), numerals",3,_
Dambi,damb1246,dac,-7.00587,146.474,unknown,unknown,no data between 5 and 10,half,hand 2 finished (?) or finished (?),unknown,unknown,unknown,no,no,no,maybe,no,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Morobe,"barlowpacific, numerals",2,_
Dampelas,damp1237,dms,0.70234,120.219,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Sulawesi,"barlowpacific, numerals (2x)",3,_
Danaru,dana1254,dnr,-5.53634,145.457,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Dano,dano1240,aso,-5.92188,145.254,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 contains hand; quinary starting at 5",hand side or hand side finished,hand side side or hand side side finished,hand side side finished foot side finished,person 1 foot hand finished or hand side side finished foot side side finished,unknown,yes,no,no,yes,no,no,maybe,_,yes,Kainantu-Goroka,_,binary,Papuan,yes,Papua New Guinea,Eastern Highlands,"barlowpacific (4x), numerals",5,_
Dao,daoo1238,daz,-3.28643,136.421,decimal,decimal proper,9 and maybe others < Austronesian?; 11 to 19 = 10 + n,5 (?),10 (?),10 + 5,person 1,person 2,no,no,no,no,no,yes,yes,_,_,Paniai Lakes,_,decimal,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Daonda,daon1243,dnd,-3.31443,141.22,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1",2 + 2 + 1,unknown,unknown,unknown,unknown,yes,no,no,no,insufficient data,insufficient data,insufficient data,_,_,Border,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific,1,_
Daro-Matu Melanau,daro1239,dro,2.54435,111.536,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,_,0,_
Davawenyo,dava1245,daw,7.22613,126.458,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,borrowed from Spanish,borrowed from Spanish,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Davao,numerals,1,_
Dawawa,dawa1242,dww,-10.1692,149.999,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 = hand one",2 + 2 + 1 or hand 1 or hand 1 finished,2 + 2 + 2 + 2 + 2 or hand 2 or hand 2 finished,unknown,x x (?),unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Milne Bay,"abvd, barlowpacific (2x), numerals",4,_
Dawera-Daweloor,dawe1237,ddw,-7.76324,130.06,decimal,decimal proper,"10, 100, 1000 distinct",5,10 (innovative?),unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,_
Dedua,dedu1240,ded,-6.38206,147.627,binary,binary+3,4 = 2 + 2; 5 contains hand; quinary starting at 5,hand 1,hand 2,hand 2 leg 1,man 1 or hand 2 leg 2,unknown,yes,no,no,yes,no,no,maybe,_,yes,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,"barlowpacific (3x), numerals",4,_
Degenan,dege1247,dge,-5.70892,146.572,unknown,unknown,binary? (4 possibly < x + x); no data past 5,5 (?),unknown,unknown,unknown,unknown,maybe,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Dehu,dehu1237,dhv,-20.8892,167.229,quinary,quinary,6 to 9 = n + x,1 ⋅ 5 (innovative?),2 ⋅ 5 (innovative?),3 ⋅ 5 (innovative?),1 man (?),2 man (?),no,no,no,yes,no,no,yes,_,_,Oceanic,_,quinary,Austronesian,no,New Caledonia,Loyalty Islands,"abvd (2x), numerals",3,_
Dela-Oenale,dela1251,row,-10.8469,122.852,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,"barlowpacific, lexirumah, numerals",3,dela1252
Dem,demm1245,dem,-3.72183,137.632,binary,binary+3,"4 = 2 + 2; or, binary proper (3 = 2 + 1), in some sources; 5 = 2 + 2 + 1; or 5 contains hand",2 + 2 + 1 or hand folded all (?),fingers all (?),unknown,unknown,unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,yes,Dem,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (2x), numerals",3,_
Demisa,demi1242,dei,-2.54564,136.694,quinary,quinary,6 to 9 = x + n (also 5 = 4 ?),palm x (?),10 (?),unknown,unknown,unknown,no,no,no,yes,no,maybe,insufficient data,_,yes,Geelvink Bay,_,quinary,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Demta,demt1241,dmy,-2.38475,140.166,quinary,quinary,5 contains arm; 6 to 9 = 5 + n,arm x,arm x x,unknown,y 1 x (?),y 2 arm arm (?),no,no,no,yes,no,no,yes,_,yes,Sentanic,_,quinary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Dengka,deng1253,dnk,-10.7866,122.946,decimal,decimal proper,20 = 2 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,barlowpacific,1,_
Dera (Indonesia),dera1245,kbv,-3.52309,140.947,binary,binary proper,3 = 2 + 1; body tally after 3 (5 = thumb),thumb,shoulder,biceps,index finger,unknown,yes,no,no,no,no,no,insufficient data,yes,_,Senagi,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (2x), numerals",3,_
Dhao,dhao1237,nfa,-10.8098,122.658,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,"lexirumah, numerals",2,_
Dibabawon Manobo,diba1242,mbd,7.85664,126.018,decimal,decimal proper,"10, 100, 1000 distinct",5,1 ⋅ 10,unknown,10 ⋅ 2 (innovative?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Davao,abvd,1,_
Dibiyaso,dibi1240,dby,-7.82096,142.779,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; 10 = hands two finished hands two finished",2 + 2 + 1,hand 2 finished hand 2 finished,unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Dibiyaso,_,binary,Papuan,yes,Papua New Guinea,Western (PNG),barlowpacific,1,_
Dicamay Agta,dica1235,duy,17.8846,121.606,decimal,decimal proper,20 = 2 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Cagayan Valley,barlowpacific,1,_
Dima,dima1252,jma,-9.70322,149.605,binary,binary+3,4 = 2 + 2; 5 contains hand?,hand 1 (?),hand 2 (?),unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Dagan,_,binary,Papuan,yes,Papua New Guinea,Milne Bay,barlowpacific,1,_
Diodio,diod1237,ddi,-9.38654,150.168,quinary,quinary,6 to 9 = 5 + n,hand side 1 (?),hand 2 or hand side 2 (?),unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Milne Bay,"abvd, numerals",2,_
Diuwe,diuw1238,diy,-5.12627,139.455,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,_,0,_
Dixon Reef,dixo1238,dix,-16.3267,167.516,quinary,quinary,6 to 9 = x + n,5 or 1 ⋅ 5,1 ⋅ 10,1 ⋅ 10 + 5,1 ⋅ 10 ⋅ 2 or 10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Malakula,abvd (4x),4,_
Dobel,dobe1238,kvo,-6.32531,134.638,decimal,decimal modified,"(senary) addition for 7 (6 + 1), multiplication for 8 (4 ⋅ 2); 11 to 19 = 10 + n",5,10 (innovative?),10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,maybe,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,_
Dobu,dobu1241,dob,-9.63239,150.825,quinary,quinary,6 to 9 = 5 + n,5,1 ⋅ 10 (?),1 ⋅ 10 + 5,man 1 or person,man 2,no,no,no,yes,no,maybe,yes,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Milne Bay,"abvd (2x), barlowpacific (2x), numerals",5,_
Doga,doga1238,dgg,-9.63698,149.841,unknown,unknown,no data between 5 and 10,hand finished (?),man,unknown,unknown,unknown,no,no,no,insufficient data,no,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Milne Bay,"barlowpacific, numerals",2,_
Doghoro,dogh1241,dgx,-9.13688,148.766,binary,binary proper,"3 = 2 + 1, 4 = x + x",5 (?),unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Greater Binanderean,_,binary,Papuan,yes,Papua New Guinea,Oro,barlowpacific,1,_
Dom,domm1246,doa,-6.03737,144.895,binary,binary proper,"3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + 1, 6 = 2 + 2 + 2; or 6 = hand one",2 + 2 + 1 or hand part,hand part part,borrowed from English,hand part part foot part part or man kid 1,man kid 2,yes,no,no,maybe,no,insufficient data,yes,_,yes,Chimbu-Wahgi,_,binary,Papuan,yes,Papua New Guinea,Simbu,numerals,1,_
Dombano,aran1237,jbj,-2.08016,132.983,quinary,quinary,"6 to 9 = 5 + n; alternative, simplex 6",5 (?),10 (?),unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,yes,no,yes,no,_,_,South Bird's Head Family,_,_,Papuan,yes,Indonesia,West Papua Province,"barlowpacific, lexirumah",2,_
Domu,domu1245,dof,-10.151,148.45,binary,binary+3,4 = 2 + 2; 5 contains arm,arm x,10 ⋅ 1 (?),unknown,unknown,unknown,yes,no,no,insufficient data,no,maybe,insufficient data,_,yes,Mailuan,_,binary,Papuan,yes,Papua New Guinea,Central (PNG),barlowpacific,1,_
